"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
"92" "46" "tsh" "2e+05" "100" "1e-08" "1" "13" "3" "10" "25" "0.230769230769231" "0.107142857142857" "28"
"93" "47" "phy" "2e+05" "100" "1e-08" "1" "29" "26" "3" "5" "0.896551724137931" "0.838709677419355" "31"
"94" "47" "tsh" "2e+05" "100" "1e-08" "1" "5" "1" "4" "30" "0.2" "0.032258064516129" "31"
"95" "48" "phy" "2e+05" "100" "1e-08" "1" "25" "22" "3" "7" "0.88" "0.758620689655172" "29"
"96" "48" "tsh" "2e+05" "100" "1e-08" "1" "13" "1" "12" "28" "0.0769230769230769" "0.0344827586206897" "29"
"97" "49" "phy" "2e+05" "100" "1e-08" "1" "33" "27" "6" "8" "0.818181818181818" "0.771428571428571" "35"
"98" "49" "tsh" "2e+05" "100" "1e-08" "1" "6" "1" "5" "34" "0.166666666666667" "0.0285714285714286" "35"
"99" "50" "phy" "2e+05" "100" "1e-08" "1" "29" "29" "0" "4" "1" "0.878787878787879" "33"
"100" "50" "tsh" "2e+05" "100" "1e-08" "1" "10" "0" "10" "33" "0" "0" "33"
"101" "51" "phy" "2e+05" "100" "1e-08" "1" "17" "15" "2" "8" "0.882352941176471" "0.652173913043478" "23"
"102" "51" "tsh" "2e+05" "100" "1e-08" "1" "8" "2" "6" "21" "0.25" "0.0869565217391304" "23"
"103" "52" "phy" "2e+05" "100" "1e-08" "1" "29" "20" "9" "5" "0.689655172413793" "0.8" "25"
"104" "52" "tsh" "2e+05" "100" "1e-08" "1" "16" "2" "14" "23" "0.125" "0.08" "25"
"105" "53" "phy" "2e+05" "100" "1e-08" "1" "43" "18" "25" "6" "0.418604651162791" "0.75" "24"
"106" "53" "tsh" "2e+05" "100" "1e-08" "1" "15" "1" "14" "23" "0.0666666666666667" "0.0416666666666667" "24"
"107" "54" "phy" "2e+05" "100" "1e-08" "1" "30" "27" "3" "5" "0.9" "0.84375" "32"
"108" "54" "tsh" "2e+05" "100" "1e-08" "1" "6" "2" "4" "30" "0.333333333333333" "0.0625" "32"
"109" "55" "phy" "2e+05" "100" "1e-08" "1" "35" "30" "5" "4" "0.857142857142857" "0.882352941176471" "34"
"110" "55" "tsh" "2e+05" "100" "1e-08" "1" "8" "1" "7" "33" "0.125" "0.0294117647058824" "34"
"111" "56" "phy" "2e+05" "100" "1e-08" "1" "37" "19" "18" "7" "0.513513513513513" "0.730769230769231" "26"
"112" "56" "tsh" "2e+05" "100" "1e-08" "1" "4" "0" "4" "26" "0" "0" "26"
"113" "57" "phy" "2e+05" "100" "1e-08" "1" "34" "30" "4" "3" "0.882352941176471" "0.909090909090909" "33"
"114" "57" "tsh" "2e+05" "100" "1e-08" "1" "14" "0" "14" "33" "0" "0" "33"
"115" "58" "phy" "2e+05" "100" "1e-08" "1" "27" "20" "7" "5" "0.740740740740741" "0.8" "25"
"116" "58" "tsh" "2e+05" "100" "1e-08" "1" "25" "0" "25" "25" "0" "0" "25"
