"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
"95" "48" "phy" "1e+05" "100" "1e-08" "1" "19" "13" "6" "11" "0.684210526315789" "0.541666666666667" "24"
"96" "48" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "23" "0.1" "0.0416666666666667" "24"
"97" "49" "phy" "1e+05" "100" "1e-08" "1" "34" "27" "7" "2" "0.794117647058823" "0.931034482758621" "29"
"98" "49" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "28" "0.1" "0.0344827586206897" "29"
"99" "50" "phy" "1e+05" "100" "1e-08" "1" "18" "17" "1" "4" "0.944444444444444" "0.80952380952381" "21"
"100" "50" "tsh" "1e+05" "100" "1e-08" "1" "6" "2" "4" "19" "0.333333333333333" "0.0952380952380952" "21"
"101" "51" "phy" "1e+05" "100" "1e-08" "1" "29" "16" "13" "4" "0.551724137931034" "0.8" "20"
"102" "51" "tsh" "1e+05" "100" "1e-08" "1" "8" "1" "7" "19" "0.125" "0.05" "20"
"103" "52" "phy" "1e+05" "100" "1e-08" "1" "26" "23" "3" "4" "0.884615384615385" "0.851851851851852" "27"
"104" "52" "tsh" "1e+05" "100" "1e-08" "1" "8" "0" "8" "27" "0" "0" "27"
"105" "53" "phy" "1e+05" "100" "1e-08" "1" "24" "22" "2" "3" "0.916666666666667" "0.88" "25"
"106" "53" "tsh" "1e+05" "100" "1e-08" "1" "15" "0" "15" "25" "0" "0" "25"
"107" "54" "phy" "1e+05" "100" "1e-08" "1" "26" "18" "8" "4" "0.692307692307692" "0.818181818181818" "22"
"108" "54" "tsh" "1e+05" "100" "1e-08" "1" "5" "0" "5" "22" "0" "0" "22"
"109" "55" "phy" "1e+05" "100" "1e-08" "1" "25" "25" "0" "3" "1" "0.892857142857143" "28"
"110" "55" "tsh" "1e+05" "100" "1e-08" "1" "3" "0" "3" "28" "0" "0" "28"
"111" "56" "phy" "1e+05" "100" "1e-08" "1" "28" "22" "6" "3" "0.785714285714286" "0.88" "25"
"112" "56" "tsh" "1e+05" "100" "1e-08" "1" "14" "2" "12" "23" "0.142857142857143" "0.08" "25"
"113" "57" "phy" "1e+05" "100" "1e-08" "1" "25" "22" "3" "3" "0.88" "0.88" "25"
"114" "57" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "24" "0.1" "0.04" "25"
"115" "58" "phy" "1e+05" "100" "1e-08" "1" "33" "20" "13" "8" "0.606060606060606" "0.714285714285714" "28"
"116" "58" "tsh" "1e+05" "100" "1e-08" "1" "12" "0" "12" "28" "0" "0" "28"
"117" "59" "phy" "1e+05" "100" "1e-08" "1" "25" "22" "3" "6" "0.88" "0.785714285714286" "28"
"118" "59" "tsh" "1e+05" "100" "1e-08" "1" "6" "2" "4" "26" "0.333333333333333" "0.0714285714285714" "28"
"119" "60" "phy" "1e+05" "100" "1e-08" "1" "28" "22" "6" "4" "0.785714285714286" "0.846153846153846" "26"
"120" "60" "tsh" "1e+05" "100" "1e-08" "1" "7" "0" "7" "26" "0" "0" "26"
"121" "61" "phy" "1e+05" "100" "1e-08" "1" "20" "16" "4" "3" "0.8" "0.842105263157895" "19"
"122" "61" "tsh" "1e+05" "100" "1e-08" "1" "15" "0" "15" "19" "0" "0" "19"
"123" "62" "phy" "1e+05" "100" "1e-08" "1" "31" "24" "7" "3" "0.774193548387097" "0.888888888888889" "27"
"124" "62" "tsh" "1e+05" "100" "1e-08" "1" "9" "1" "8" "26" "0.111111111111111" "0.037037037037037" "27"
"125" "63" "phy" "1e+05" "100" "1e-08" "1" "36" "30" "6" "1" "0.833333333333333" "0.967741935483871" "31"
"126" "63" "tsh" "1e+05" "100" "1e-08" "1" "14" "1" "13" "30" "0.0714285714285714" "0.032258064516129" "31"
"127" "64" "phy" "1e+05" "100" "1e-08" "1" "19" "13" "6" "6" "0.684210526315789" "0.684210526315789" "19"
"128" "64" "tsh" "1e+05" "100" "1e-08" "1" "8" "1" "7" "18" "0.125" "0.0526315789473684" "19"
"129" "65" "phy" "1e+05" "100" "1e-08" "1" "25" "22" "3" "1" "0.88" "0.956521739130435" "23"
"130" "65" "tsh" "1e+05" "100" "1e-08" "1" "11" "2" "9" "21" "0.181818181818182" "0.0869565217391304" "23"
"131" "66" "phy" "1e+05" "100" "1e-08" "1" "27" "20" "7" "2" "0.740740740740741" "0.909090909090909" "22"
"132" "66" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "21" "0.1" "0.0454545454545455" "22"
"133" "67" "phy" "1e+05" "100" "1e-08" "1" "27" "21" "6" "3" "0.777777777777778" "0.875" "24"
"134" "67" "tsh" "1e+05" "100" "1e-08" "1" "14" "0" "14" "24" "0" "0" "24"
"135" "68" "phy" "1e+05" "100" "1e-08" "1" "23" "18" "5" "2" "0.782608695652174" "0.9" "20"
"136" "68" "tsh" "1e+05" "100" "1e-08" "1" "11" "2" "9" "18" "0.181818181818182" "0.1" "20"
"137" "69" "phy" "1e+05" "100" "1e-08" "1" "27" "22" "5" "5" "0.814814814814815" "0.814814814814815" "27"
"138" "69" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "26" "0.1" "0.037037037037037" "27"
"139" "70" "phy" "1e+05" "100" "1e-08" "1" "30" "24" "6" "6" "0.8" "0.8" "30"
"140" "70" "tsh" "1e+05" "100" "1e-08" "1" "16" "1" "15" "29" "0.0625" "0.0333333333333333" "30"
"141" "71" "phy" "1e+05" "100" "1e-08" "1" "25" "22" "3" "4" "0.88" "0.846153846153846" "26"
"142" "71" "tsh" "1e+05" "100" "1e-08" "1" "7" "0" "7" "26" "0" "0" "26"
"143" "72" "phy" "1e+05" "100" "1e-08" "1" "28" "22" "6" "6" "0.785714285714286" "0.785714285714286" "28"
"144" "72" "tsh" "1e+05" "100" "1e-08" "1" "5" "1" "4" "27" "0.2" "0.0357142857142857" "28"
"145" "73" "phy" "1e+05" "100" "1e-08" "1" "26" "19" "7" "2" "0.730769230769231" "0.904761904761905" "21"
"146" "73" "tsh" "1e+05" "100" "1e-08" "1" "13" "1" "12" "20" "0.0769230769230769" "0.0476190476190476" "21"
"147" "74" "phy" "1e+05" "100" "1e-08" "1" "28" "26" "2" "7" "0.928571428571429" "0.787878787878788" "33"
"148" "74" "tsh" "1e+05" "100" "1e-08" "1" "17" "1" "16" "32" "0.0588235294117647" "0.0303030303030303" "33"
"149" "75" "phy" "1e+05" "100" "1e-08" "1" "25" "22" "3" "2" "0.88" "0.916666666666667" "24"
"150" "75" "tsh" "1e+05" "100" "1e-08" "1" "23" "1" "22" "23" "0.0434782608695652" "0.0416666666666667" "24"
"151" "76" "phy" "1e+05" "100" "1e-08" "1" "16" "14" "2" "2" "0.875" "0.875" "16"
"152" "76" "tsh" "1e+05" "100" "1e-08" "1" "4" "1" "3" "15" "0.25" "0.0625" "16"
"153" "77" "phy" "1e+05" "100" "1e-08" "1" "23" "19" "4" "5" "0.826086956521739" "0.791666666666667" "24"
"154" "77" "tsh" "1e+05" "100" "1e-08" "1" "6" "0" "6" "24" "0" "0" "24"
"155" "78" "phy" "1e+05" "100" "1e-08" "1" "27" "25" "2" "2" "0.925925925925926" "0.925925925925926" "27"
"156" "78" "tsh" "1e+05" "100" "1e-08" "1" "12" "3" "9" "24" "0.25" "0.111111111111111" "27"
"157" "79" "phy" "1e+05" "100" "1e-08" "1" "35" "27" "8" "2" "0.771428571428571" "0.931034482758621" "29"
"158" "79" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "28" "0.1" "0.0344827586206897" "29"
"159" "80" "phy" "1e+05" "100" "1e-08" "1" "36" "26" "10" "6" "0.722222222222222" "0.8125" "32"
"160" "80" "tsh" "1e+05" "100" "1e-08" "1" "9" "0" "9" "32" "0" "0" "32"
"161" "81" "phy" "1e+05" "100" "1e-08" "1" "27" "21" "6" "3" "0.777777777777778" "0.875" "24"
"162" "81" "tsh" "1e+05" "100" "1e-08" "1" "18" "0" "18" "24" "0" "0" "24"
"163" "82" "phy" "1e+05" "100" "1e-08" "1" "32" "28" "4" "3" "0.875" "0.903225806451613" "31"
"164" "82" "tsh" "1e+05" "100" "1e-08" "1" "7" "2" "5" "29" "0.285714285714286" "0.0645161290322581" "31"
"165" "83" "phy" "1e+05" "100" "1e-08" "1" "38" "25" "13" "3" "0.657894736842105" "0.892857142857143" "28"
"166" "83" "tsh" "1e+05" "100" "1e-08" "1" "22" "0" "22" "28" "0" "0" "28"
"167" "84" "phy" "1e+05" "100" "1e-08" "1" "29" "22" "7" "2" "0.758620689655172" "0.916666666666667" "24"
"168" "84" "tsh" "1e+05" "100" "1e-08" "1" "14" "0" "14" "24" "0" "0" "24"
"169" "85" "phy" "1e+05" "100" "1e-08" "1" "33" "30" "3" "1" "0.909090909090909" "0.967741935483871" "31"
"170" "85" "tsh" "1e+05" "100" "1e-08" "1" "9" "0" "9" "31" "0" "0" "31"
"171" "86" "phy" "1e+05" "100" "1e-08" "1" "29" "23" "6" "4" "0.793103448275862" "0.851851851851852" "27"
"172" "86" "tsh" "1e+05" "100" "1e-08" "1" "17" "2" "15" "25" "0.117647058823529" "0.0740740740740741" "27"
"173" "87" "phy" "1e+05" "100" "1e-08" "1" "31" "24" "7" "2" "0.774193548387097" "0.923076923076923" "26"
"174" "87" "tsh" "1e+05" "100" "1e-08" "1" "10" "1" "9" "25" "0.1" "0.0384615384615385" "26"
"175" "88" "phy" "1e+05" "100" "1e-08" "1" "28" "24" "4" "2" "0.857142857142857" "0.923076923076923" "26"
"176" "88" "tsh" "1e+05" "100" "1e-08" "1" "6" "0" "6" "26" "0" "0" "26"
"177" "89" "phy" "1e+05" "100" "1e-08" "1" "27" "26" "1" "8" "0.962962962962963" "0.764705882352941" "34"
"178" "89" "tsh" "1e+05" "100" "1e-08" "1" "10" "2" "8" "32" "0.2" "0.0588235294117647" "34"
"179" "90" "phy" "1e+05" "100" "1e-08" "1" "34" "30" "4" "4" "0.882352941176471" "0.882352941176471" "34"
"180" "90" "tsh" "1e+05" "100" "1e-08" "1" "10" "0" "10" "34" "0" "0" "34"
"181" "91" "phy" "1e+05" "100" "1e-08" "1" "22" "19" "3" "4" "0.863636363636364" "0.826086956521739" "23"
"182" "91" "tsh" "1e+05" "100" "1e-08" "1" "10" "0" "10" "23" "0" "0" "23"
"183" "92" "phy" "1e+05" "100" "1e-08" "1" "30" "25" "5" "4" "0.833333333333333" "0.862068965517241" "29"
"184" "92" "tsh" "1e+05" "100" "1e-08" "1" "13" "1" "12" "28" "0.0769230769230769" "0.0344827586206897" "29"
"185" "93" "phy" "1e+05" "100" "1e-08" "1" "29" "21" "8" "3" "0.724137931034483" "0.875" "24"
"186" "93" "tsh" "1e+05" "100" "1e-08" "1" "13" "1" "12" "23" "0.0769230769230769" "0.0416666666666667" "24"
"187" "94" "phy" "1e+05" "100" "1e-08" "1" "27" "21" "6" "3" "0.777777777777778" "0.875" "24"
"188" "94" "tsh" "1e+05" "100" "1e-08" "1" "4" "0" "4" "24" "0" "0" "24"
"189" "95" "phy" "1e+05" "100" "1e-08" "1" "30" "24" "6" "3" "0.8" "0.888888888888889" "27"
"190" "95" "tsh" "1e+05" "100" "1e-08" "1" "4" "0" "4" "27" "0" "0" "27"
"191" "96" "phy" "1e+05" "100" "1e-08" "1" "28" "22" "6" "2" "0.785714285714286" "0.916666666666667" "24"
"192" "96" "tsh" "1e+05" "100" "1e-08" "1" "10" "2" "8" "22" "0.2" "0.0833333333333333" "24"
"193" "97" "phy" "1e+05" "100" "1e-08" "1" "22" "21" "1" "3" "0.954545454545455" "0.875" "24"
"194" "97" "tsh" "1e+05" "100" "1e-08" "1" "6" "0" "6" "24" "0" "0" "24"
"195" "98" "phy" "1e+05" "100" "1e-08" "1" "32" "25" "7" "5" "0.78125" "0.833333333333333" "30"
"196" "98" "tsh" "1e+05" "100" "1e-08" "1" "11" "1" "10" "29" "0.0909090909090909" "0.0333333333333333" "30"
"197" "99" "phy" "1e+05" "100" "1e-08" "1" "39" "28" "11" "4" "0.717948717948718" "0.875" "32"
"198" "99" "tsh" "1e+05" "100" "1e-08" "1" "14" "2" "12" "30" "0.142857142857143" "0.0625" "32"
"199" "100" "phy" "1e+05" "100" "1e-08" "1" "21" "14" "7" "6" "0.666666666666667" "0.7" "20"
"200" "100" "tsh" "1e+05" "100" "1e-08" "1" "15" "0" "15" "20" "0" "0" "20"
"201" "1" "phy" "1e+05" "100" "1e-08" "10" "47" "35" "12" "15" "0.74468085106383" "0.7" "50"
"202" "1" "tsh" "1e+05" "100" "1e-08" "10" "12" "4" "8" "46" "0.333333333333333" "0.08" "50"
"203" "2" "phy" "1e+05" "100" "1e-08" "10" "82" "65" "17" "12" "0.792682926829268" "0.844155844155844" "77"
"204" "2" "tsh" "1e+05" "100" "1e-08" "10" "17" "6" "11" "71" "0.352941176470588" "0.0779220779220779" "77"
"205" "3" "phy" "1e+05" "100" "1e-08" "10" "108" "78" "30" "4" "0.722222222222222" "0.951219512195122" "82"
"206" "3" "tsh" "1e+05" "100" "1e-08" "10" "17" "12" "5" "70" "0.705882352941177" "0.146341463414634" "82"
"207" "4" "phy" "1e+05" "100" "1e-08" "10" "80" "54" "26" "11" "0.675" "0.830769230769231" "65"
"208" "4" "tsh" "1e+05" "100" "1e-08" "10" "8" "0" "8" "65" "0" "0" "65"
"209" "5" "phy" "1e+05" "100" "1e-08" "10" "94" "69" "25" "6" "0.734042553191489" "0.92" "75"
"210" "5" "tsh" "1e+05" "100" "1e-08" "10" "13" "4" "9" "71" "0.307692307692308" "0.0533333333333333" "75"
"211" "6" "phy" "1e+05" "100" "1e-08" "10" "110" "57" "53" "28" "0.518181818181818" "0.670588235294118" "85"
"212" "6" "tsh" "1e+05" "100" "1e-08" "10" "22" "12" "10" "73" "0.545454545454545" "0.141176470588235" "85"
"213" "7" "phy" "1e+05" "100" "1e-08" "10" "51" "39" "12" "5" "0.764705882352941" "0.886363636363636" "44"
"214" "7" "tsh" "1e+05" "100" "1e-08" "10" "12" "0" "12" "44" "0" "0" "44"
"215" "8" "phy" "1e+05" "100" "1e-08" "10" "65" "52" "13" "25" "0.8" "0.675324675324675" "77"
"216" "8" "tsh" "1e+05" "100" "1e-08" "10" "9" "4" "5" "73" "0.444444444444444" "0.051948051948052" "77"
"217" "9" "phy" "1e+05" "100" "1e-08" "10" "81" "59" "22" "38" "0.728395061728395" "0.608247422680412" "97"
"218" "9" "tsh" "1e+05" "100" "1e-08" "10" "16" "8" "8" "89" "0.5" "0.0824742268041237" "97"
"219" "10" "phy" "1e+05" "100" "1e-08" "10" "59" "44" "15" "27" "0.745762711864407" "0.619718309859155" "71"
"220" "10" "tsh" "1e+05" "100" "1e-08" "10" "12" "4" "8" "67" "0.333333333333333" "0.0563380281690141" "71"
"221" "11" "phy" "1e+05" "100" "1e-08" "10" "80" "64" "16" "11" "0.8" "0.853333333333333" "75"
"222" "11" "tsh" "1e+05" "100" "1e-08" "10" "10" "4" "6" "71" "0.4" "0.0533333333333333" "75"
"223" "12" "phy" "1e+05" "100" "1e-08" "10" "61" "42" "19" "15" "0.688524590163934" "0.736842105263158" "57"
"224" "12" "tsh" "1e+05" "100" "1e-08" "10" "18" "5" "13" "52" "0.277777777777778" "0.087719298245614" "57"
"225" "13" "phy" "1e+05" "100" "1e-08" "10" "150" "69" "81" "11" "0.46" "0.8625" "80"
"226" "13" "tsh" "1e+05" "100" "1e-08" "10" "8" "0" "8" "80" "0" "0" "80"
"227" "14" "phy" "1e+05" "100" "1e-08" "10" "89" "45" "44" "37" "0.50561797752809" "0.548780487804878" "82"
"228" "14" "tsh" "1e+05" "100" "1e-08" "10" "9" "5" "4" "77" "0.555555555555556" "0.0609756097560976" "82"
"229" "15" "phy" "1e+05" "100" "1e-08" "10" "62" "40" "22" "15" "0.645161290322581" "0.727272727272727" "55"
"230" "15" "tsh" "1e+05" "100" "1e-08" "10" "9" "3" "6" "52" "0.333333333333333" "0.0545454545454545" "55"
"231" "16" "phy" "1e+05" "100" "1e-08" "10" "79" "67" "12" "4" "0.848101265822785" "0.943661971830986" "71"
"232" "16" "tsh" "1e+05" "100" "1e-08" "10" "16" "2" "14" "69" "0.125" "0.028169014084507" "71"
"233" "17" "phy" "1e+05" "100" "1e-08" "10" "87" "55" "32" "8" "0.632183908045977" "0.873015873015873" "63"
"234" "17" "tsh" "1e+05" "100" "1e-08" "10" "8" "2" "6" "61" "0.25" "0.0317460317460317" "63"
"235" "18" "phy" "1e+05" "100" "1e-08" "10" "126" "76" "50" "11" "0.603174603174603" "0.873563218390805" "87"
