"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
"58" "29" "tsh" "5e+05" "100" "1e-08" "1" "30" "0" "30" "25" "0" "0" "25"
"59" "30" "phy" "5e+05" "100" "1e-08" "1" "15" "13" "2" "12" "0.866666666666667" "0.52" "25"
"60" "30" "tsh" "5e+05" "100" "1e-08" "1" "32" "0" "32" "25" "0" "0" "25"
"61" "31" "phy" "5e+05" "100" "1e-08" "1" "19" "19" "0" "9" "1" "0.678571428571429" "28"
"62" "31" "tsh" "5e+05" "100" "1e-08" "1" "38" "1" "37" "27" "0.0263157894736842" "0.0357142857142857" "28"
"63" "32" "phy" "5e+05" "100" "1e-08" "1" "13" "13" "0" "10" "1" "0.565217391304348" "23"
"64" "32" "tsh" "5e+05" "100" "1e-08" "1" "31" "0" "31" "23" "0" "0" "23"
"65" "33" "phy" "5e+05" "100" "1e-08" "1" "25" "17" "8" "12" "0.68" "0.586206896551724" "29"
"66" "33" "tsh" "5e+05" "100" "1e-08" "1" "34" "0" "34" "29" "0" "0" "29"
"67" "34" "phy" "5e+05" "100" "1e-08" "1" "20" "18" "2" "17" "0.9" "0.514285714285714" "35"
"68" "34" "tsh" "5e+05" "100" "1e-08" "1" "31" "2" "29" "33" "0.0645161290322581" "0.0571428571428571" "35"
"69" "35" "phy" "5e+05" "100" "1e-08" "1" "7" "7" "0" "12" "1" "0.368421052631579" "19"
"70" "35" "tsh" "5e+05" "100" "1e-08" "1" "22" "0" "22" "19" "0" "0" "19"
"71" "36" "phy" "5e+05" "100" "1e-08" "1" "32" "21" "11" "5" "0.65625" "0.807692307692308" "26"
"72" "36" "tsh" "5e+05" "100" "1e-08" "1" "22" "0" "22" "26" "0" "0" "26"
"73" "37" "phy" "5e+05" "100" "1e-08" "1" "17" "15" "2" "16" "0.882352941176471" "0.483870967741935" "31"
"74" "37" "tsh" "5e+05" "100" "1e-08" "1" "38" "1" "37" "30" "0.0263157894736842" "0.032258064516129" "31"
"75" "38" "phy" "5e+05" "100" "1e-08" "1" "22" "14" "8" "11" "0.636363636363636" "0.56" "25"
"76" "38" "tsh" "5e+05" "100" "1e-08" "1" "25" "1" "24" "24" "0.04" "0.04" "25"
"77" "39" "phy" "5e+05" "100" "1e-08" "1" "20" "20" "0" "8" "1" "0.714285714285714" "28"
"78" "39" "tsh" "5e+05" "100" "1e-08" "1" "18" "1" "17" "27" "0.0555555555555556" "0.0357142857142857" "28"
"79" "40" "phy" "5e+05" "100" "1e-08" "1" "13" "11" "2" "8" "0.846153846153846" "0.578947368421053" "19"
"80" "40" "tsh" "5e+05" "100" "1e-08" "1" "21" "0" "21" "19" "0" "0" "19"
"81" "41" "phy" "5e+05" "100" "1e-08" "1" "25" "12" "13" "9" "0.48" "0.571428571428571" "21"
"82" "41" "tsh" "5e+05" "100" "1e-08" "1" "24" "1" "23" "20" "0.0416666666666667" "0.0476190476190476" "21"
"83" "42" "phy" "5e+05" "100" "1e-08" "1" "21" "18" "3" "9" "0.857142857142857" "0.666666666666667" "27"
"84" "42" "tsh" "5e+05" "100" "1e-08" "1" "29" "3" "26" "24" "0.103448275862069" "0.111111111111111" "27"
"85" "43" "phy" "5e+05" "100" "1e-08" "1" "30" "24" "6" "12" "0.8" "0.666666666666667" "36"
"86" "43" "tsh" "5e+05" "100" "1e-08" "1" "37" "0" "37" "36" "0" "0" "36"
"87" "44" "phy" "5e+05" "100" "1e-08" "1" "7" "7" "0" "15" "1" "0.318181818181818" "22"
"88" "44" "tsh" "5e+05" "100" "1e-08" "1" "24" "1" "23" "21" "0.0416666666666667" "0.0454545454545455" "22"
"89" "45" "phy" "5e+05" "100" "1e-08" "1" "9" "9" "0" "15" "1" "0.375" "24"
"90" "45" "tsh" "5e+05" "100" "1e-08" "1" "32" "0" "32" "24" "0" "0" "24"
"91" "46" "phy" "5e+05" "100" "1e-08" "1" "27" "16" "11" "9" "0.592592592592593" "0.64" "25"
"92" "46" "tsh" "5e+05" "100" "1e-08" "1" "23" "0" "23" "25" "0" "0" "25"
"93" "47" "phy" "5e+05" "100" "1e-08" "1" "19" "19" "0" "10" "1" "0.655172413793103" "29"
"94" "47" "tsh" "5e+05" "100" "1e-08" "1" "19" "1" "18" "28" "0.0526315789473684" "0.0344827586206897" "29"
"95" "48" "phy" "5e+05" "100" "1e-08" "1" "20" "11" "9" "18" "0.55" "0.379310344827586" "29"
"96" "48" "tsh" "5e+05" "100" "1e-08" "1" "28" "0" "28" "29" "0" "0" "29"
"97" "49" "phy" "5e+05" "100" "1e-08" "1" "21" "16" "5" "7" "0.761904761904762" "0.695652173913043" "23"
"98" "49" "tsh" "5e+05" "100" "1e-08" "1" "5" "1" "4" "22" "0.2" "0.0434782608695652" "23"
"99" "50" "phy" "5e+05" "100" "1e-08" "1" "13" "13" "0" "8" "1" "0.619047619047619" "21"
"100" "50" "tsh" "5e+05" "100" "1e-08" "1" "20" "1" "19" "20" "0.05" "0.0476190476190476" "21"
"101" "51" "phy" "5e+05" "100" "1e-08" "1" "17" "15" "2" "14" "0.882352941176471" "0.517241379310345" "29"
"102" "51" "tsh" "5e+05" "100" "1e-08" "1" "22" "2" "20" "27" "0.0909090909090909" "0.0689655172413793" "29"
"103" "52" "phy" "5e+05" "100" "1e-08" "1" "29" "17" "12" "7" "0.586206896551724" "0.708333333333333" "24"
"104" "52" "tsh" "5e+05" "100" "1e-08" "1" "24" "1" "23" "23" "0.0416666666666667" "0.0416666666666667" "24"
"105" "53" "phy" "5e+05" "100" "1e-08" "1" "51" "17" "34" "7" "0.333333333333333" "0.708333333333333" "24"
"106" "53" "tsh" "5e+05" "100" "1e-08" "1" "20" "1" "19" "23" "0.05" "0.0416666666666667" "24"
"107" "54" "phy" "5e+05" "100" "1e-08" "1" "33" "20" "13" "9" "0.606060606060606" "0.689655172413793" "29"
"108" "54" "tsh" "5e+05" "100" "1e-08" "1" "21" "3" "18" "26" "0.142857142857143" "0.103448275862069" "29"
"109" "55" "phy" "5e+05" "100" "1e-08" "1" "18" "18" "0" "16" "1" "0.529411764705882" "34"
"110" "55" "tsh" "5e+05" "100" "1e-08" "1" "38" "2" "36" "32" "0.0526315789473684" "0.0588235294117647" "34"
"111" "56" "phy" "5e+05" "100" "1e-08" "1" "15" "14" "1" "9" "0.933333333333333" "0.608695652173913" "23"
"112" "56" "tsh" "5e+05" "100" "1e-08" "1" "18" "1" "17" "22" "0.0555555555555556" "0.0434782608695652" "23"
"113" "57" "phy" "5e+05" "100" "1e-08" "1" "17" "17" "0" "15" "1" "0.53125" "32"
"114" "57" "tsh" "5e+05" "100" "1e-08" "1" "30" "3" "27" "29" "0.1" "0.09375" "32"
"115" "58" "phy" "5e+05" "100" "1e-08" "1" "23" "17" "6" "13" "0.739130434782609" "0.566666666666667" "30"
"116" "58" "tsh" "5e+05" "100" "1e-08" "1" "24" "1" "23" "29" "0.0416666666666667" "0.0333333333333333" "30"
"117" "59" "phy" "5e+05" "100" "1e-08" "1" "10" "10" "0" "25" "1" "0.285714285714286" "35"
"118" "59" "tsh" "5e+05" "100" "1e-08" "1" "17" "0" "17" "35" "0" "0" "35"
"119" "60" "phy" "5e+05" "100" "1e-08" "1" "23" "16" "7" "9" "0.695652173913043" "0.64" "25"
"120" "60" "tsh" "5e+05" "100" "1e-08" "1" "19" "2" "17" "23" "0.105263157894737" "0.08" "25"
"121" "61" "phy" "5e+05" "100" "1e-08" "1" "37" "22" "15" "8" "0.594594594594595" "0.733333333333333" "30"
"122" "61" "tsh" "5e+05" "100" "1e-08" "1" "17" "0" "17" "30" "0" "0" "30"
"123" "62" "phy" "5e+05" "100" "1e-08" "1" "21" "21" "0" "6" "1" "0.777777777777778" "27"
"124" "62" "tsh" "5e+05" "100" "1e-08" "1" "13" "3" "10" "24" "0.230769230769231" "0.111111111111111" "27"
"125" "63" "phy" "5e+05" "100" "1e-08" "1" "16" "13" "3" "13" "0.8125" "0.5" "26"
"126" "63" "tsh" "5e+05" "100" "1e-08" "1" "19" "0" "19" "26" "0" "0" "26"
"127" "64" "phy" "5e+05" "100" "1e-08" "1" "17" "17" "0" "12" "1" "0.586206896551724" "29"
"128" "64" "tsh" "5e+05" "100" "1e-08" "1" "26" "3" "23" "26" "0.115384615384615" "0.103448275862069" "29"
"129" "65" "phy" "5e+05" "100" "1e-08" "1" "16" "14" "2" "20" "0.875" "0.411764705882353" "34"
"130" "65" "tsh" "5e+05" "100" "1e-08" "1" "28" "2" "26" "32" "0.0714285714285714" "0.0588235294117647" "34"
"131" "66" "phy" "5e+05" "100" "1e-08" "1" "17" "15" "2" "9" "0.882352941176471" "0.625" "24"
"132" "66" "tsh" "5e+05" "100" "1e-08" "1" "26" "3" "23" "21" "0.115384615384615" "0.125" "24"
"133" "67" "phy" "5e+05" "100" "1e-08" "1" "17" "14" "3" "8" "0.823529411764706" "0.636363636363636" "22"
"134" "67" "tsh" "5e+05" "100" "1e-08" "1" "19" "1" "18" "21" "0.0526315789473684" "0.0454545454545455" "22"
"135" "68" "phy" "5e+05" "100" "1e-08" "1" "11" "11" "0" "11" "1" "0.5" "22"
"136" "68" "tsh" "5e+05" "100" "1e-08" "1" "13" "0" "13" "22" "0" "0" "22"
"137" "69" "phy" "5e+05" "100" "1e-08" "1" "2" "2" "0" "13" "1" "0.133333333333333" "15"
"138" "69" "tsh" "5e+05" "100" "1e-08" "1" "15" "0" "15" "15" "0" "0" "15"
"139" "70" "phy" "5e+05" "100" "1e-08" "1" "11" "11" "0" "13" "1" "0.458333333333333" "24"
"140" "70" "tsh" "5e+05" "100" "1e-08" "1" "27" "0" "27" "24" "0" "0" "24"
"141" "71" "phy" "5e+05" "100" "1e-08" "1" "13" "13" "0" "17" "1" "0.433333333333333" "30"
"142" "71" "tsh" "5e+05" "100" "1e-08" "1" "24" "0" "24" "30" "0" "0" "30"
"143" "72" "phy" "5e+05" "100" "1e-08" "1" "17" "15" "2" "21" "0.882352941176471" "0.416666666666667" "36"
"144" "72" "tsh" "5e+05" "100" "1e-08" "1" "27" "1" "26" "35" "0.037037037037037" "0.0277777777777778" "36"
"145" "73" "phy" "5e+05" "100" "1e-08" "1" "17" "16" "1" "6" "0.941176470588235" "0.727272727272727" "22"
"146" "73" "tsh" "5e+05" "100" "1e-08" "1" "9" "1" "8" "21" "0.111111111111111" "0.0454545454545455" "22"
"147" "74" "phy" "5e+05" "100" "1e-08" "1" "22" "19" "3" "11" "0.863636363636364" "0.633333333333333" "30"
"148" "74" "tsh" "5e+05" "100" "1e-08" "1" "13" "3" "10" "27" "0.230769230769231" "0.1" "30"
"149" "75" "phy" "5e+05" "100" "1e-08" "1" "9" "8" "1" "10" "0.888888888888889" "0.444444444444444" "18"
"150" "75" "tsh" "5e+05" "100" "1e-08" "1" "28" "0" "28" "18" "0" "0" "18"
"151" "76" "phy" "5e+05" "100" "1e-08" "1" "22" "15" "7" "11" "0.681818181818182" "0.576923076923077" "26"
"152" "76" "tsh" "5e+05" "100" "1e-08" "1" "24" "1" "23" "25" "0.0416666666666667" "0.0384615384615385" "26"
"153" "77" "phy" "5e+05" "100" "1e-08" "1" "18" "16" "2" "6" "0.888888888888889" "0.727272727272727" "22"
"154" "77" "tsh" "5e+05" "100" "1e-08" "1" "25" "0" "25" "22" "0" "0" "22"
"155" "78" "phy" "5e+05" "100" "1e-08" "1" "21" "16" "5" "10" "0.761904761904762" "0.615384615384615" "26"
"156" "78" "tsh" "5e+05" "100" "1e-08" "1" "41" "0" "41" "26" "0" "0" "26"
"157" "79" "phy" "5e+05" "100" "1e-08" "1" "11" "11" "0" "11" "1" "0.5" "22"
"158" "79" "tsh" "5e+05" "100" "1e-08" "1" "28" "2" "26" "20" "0.0714285714285714" "0.0909090909090909" "22"
"159" "80" "phy" "5e+05" "100" "1e-08" "1" "11" "11" "0" "19" "1" "0.366666666666667" "30"
"160" "80" "tsh" "5e+05" "100" "1e-08" "1" "24" "2" "22" "28" "0.0833333333333333" "0.0666666666666667" "30"
"161" "81" "phy" "5e+05" "100" "1e-08" "1" "23" "21" "2" "16" "0.91304347826087" "0.567567567567568" "37"
"162" "81" "tsh" "5e+05" "100" "1e-08" "1" "23" "0" "23" "37" "0" "0" "37"
"163" "82" "phy" "5e+05" "100" "1e-08" "1" "17" "16" "1" "11" "0.941176470588235" "0.592592592592593" "27"
"164" "82" "tsh" "5e+05" "100" "1e-08" "1" "25" "1" "24" "26" "0.04" "0.037037037037037" "27"
"165" "83" "phy" "5e+05" "100" "1e-08" "1" "15" "15" "0" "13" "1" "0.535714285714286" "28"
"166" "83" "tsh" "5e+05" "100" "1e-08" "1" "19" "2" "17" "26" "0.105263157894737" "0.0714285714285714" "28"
"167" "84" "phy" "5e+05" "100" "1e-08" "1" "23" "16" "7" "19" "0.695652173913043" "0.457142857142857" "35"
"168" "84" "tsh" "5e+05" "100" "1e-08" "1" "22" "0" "22" "35" "0" "0" "35"
"169" "85" "phy" "5e+05" "100" "1e-08" "1" "6" "6" "0" "16" "1" "0.272727272727273" "22"
"170" "85" "tsh" "5e+05" "100" "1e-08" "1" "34" "1" "33" "21" "0.0294117647058824" "0.0454545454545455" "22"
"171" "86" "phy" "5e+05" "100" "1e-08" "1" "25" "18" "7" "8" "0.72" "0.692307692307692" "26"
"172" "86" "tsh" "5e+05" "100" "1e-08" "1" "16" "0" "16" "26" "0" "0" "26"
"173" "87" "phy" "5e+05" "100" "1e-08" "1" "24" "21" "3" "6" "0.875" "0.777777777777778" "27"
"174" "87" "tsh" "5e+05" "100" "1e-08" "1" "37" "1" "36" "26" "0.027027027027027" "0.037037037037037" "27"
"175" "88" "phy" "5e+05" "100" "1e-08" "1" "13" "12" "1" "12" "0.923076923076923" "0.5" "24"
"176" "88" "tsh" "5e+05" "100" "1e-08" "1" "14" "0" "14" "24" "0" "0" "24"
"177" "89" "phy" "5e+05" "100" "1e-08" "1" "23" "22" "1" "11" "0.956521739130435" "0.666666666666667" "33"
"178" "89" "tsh" "5e+05" "100" "1e-08" "1" "11" "0" "11" "33" "0" "0" "33"
"179" "90" "phy" "5e+05" "100" "1e-08" "1" "5" "5" "0" "18" "1" "0.217391304347826" "23"
"180" "90" "tsh" "5e+05" "100" "1e-08" "1" "33" "0" "33" "23" "0" "0" "23"
"181" "91" "phy" "5e+05" "100" "1e-08" "1" "5" "5" "0" "22" "1" "0.185185185185185" "27"
"182" "91" "tsh" "5e+05" "100" "1e-08" "1" "22" "3" "19" "24" "0.136363636363636" "0.111111111111111" "27"
"183" "92" "phy" "5e+05" "100" "1e-08" "1" "31" "16" "15" "7" "0.516129032258065" "0.695652173913043" "23"
"184" "92" "tsh" "5e+05" "100" "1e-08" "1" "33" "0" "33" "23" "0" "0" "23"
"185" "93" "phy" "5e+05" "100" "1e-08" "1" "22" "17" "5" "11" "0.772727272727273" "0.607142857142857" "28"
"186" "93" "tsh" "5e+05" "100" "1e-08" "1" "29" "0" "29" "28" "0" "0" "28"
"187" "94" "phy" "5e+05" "100" "1e-08" "1" "17" "17" "0" "12" "1" "0.586206896551724" "29"
"188" "94" "tsh" "5e+05" "100" "1e-08" "1" "30" "1" "29" "28" "0.0333333333333333" "0.0344827586206897" "29"
"189" "95" "phy" "5e+05" "100" "1e-08" "1" "24" "15" "9" "9" "0.625" "0.625" "24"
"190" "95" "tsh" "5e+05" "100" "1e-08" "1" "39" "1" "38" "23" "0.0256410256410256" "0.0416666666666667" "24"
"191" "96" "phy" "5e+05" "100" "1e-08" "1" "8" "8" "0" "19" "1" "0.296296296296296" "27"
"192" "96" "tsh" "5e+05" "100" "1e-08" "1" "35" "2" "33" "25" "0.0571428571428571" "0.0740740740740741" "27"
"193" "97" "phy" "5e+05" "100" "1e-08" "1" "14" "14" "0" "18" "1" "0.4375" "32"
"194" "97" "tsh" "5e+05" "100" "1e-08" "1" "23" "0" "23" "32" "0" "0" "32"
"195" "98" "phy" "5e+05" "100" "1e-08" "1" "56" "21" "35" "13" "0.375" "0.617647058823529" "34"
"196" "98" "tsh" "5e+05" "100" "1e-08" "1" "29" "3" "26" "31" "0.103448275862069" "0.0882352941176471" "34"
"197" "99" "phy" "5e+05" "100" "1e-08" "1" "23" "17" "6" "13" "0.739130434782609" "0.566666666666667" "30"
"198" "99" "tsh" "5e+05" "100" "1e-08" "1" "18" "1" "17" "29" "0.0555555555555556" "0.0333333333333333" "30"
"199" "100" "phy" "5e+05" "100" "1e-08" "1" "45" "22" "23" "7" "0.488888888888889" "0.758620689655172" "29"
"200" "100" "tsh" "5e+05" "100" "1e-08" "1" "32" "2" "30" "27" "0.0625" "0.0689655172413793" "29"
"201" "1" "phy" "5e+05" "100" "1e-08" "10" "21" "17" "4" "47" "0.80952380952381" "0.265625" "64"
"202" "1" "tsh" "5e+05" "100" "1e-08" "10" "30" "7" "23" "57" "0.233333333333333" "0.109375" "64"
"203" "2" "phy" "5e+05" "100" "1e-08" "10" "23" "19" "4" "65" "0.826086956521739" "0.226190476190476" "84"
"204" "2" "tsh" "5e+05" "100" "1e-08" "10" "39" "12" "27" "72" "0.307692307692308" "0.142857142857143" "84"
"205" "3" "phy" "5e+05" "100" "1e-08" "10" "19" "17" "2" "55" "0.894736842105263" "0.236111111111111" "72"
"206" "3" "tsh" "5e+05" "100" "1e-08" "10" "24" "6" "18" "66" "0.25" "0.0833333333333333" "72"
"207" "4" "phy" "5e+05" "100" "1e-08" "10" "23" "23" "0" "63" "1" "0.267441860465116" "86"
"208" "4" "tsh" "5e+05" "100" "1e-08" "10" "16" "6" "10" "80" "0.375" "0.0697674418604651" "86"
"209" "5" "phy" "5e+05" "100" "1e-08" "10" "35" "22" "13" "107" "0.628571428571429" "0.170542635658915" "129"
"210" "5" "tsh" "5e+05" "100" "1e-08" "10" "35" "15" "20" "114" "0.428571428571429" "0.116279069767442" "129"
"211" "6" "phy" "5e+05" "100" "1e-08" "10" "20" "19" "1" "60" "0.95" "0.240506329113924" "79"
"212" "6" "tsh" "5e+05" "100" "1e-08" "10" "14" "5" "9" "74" "0.357142857142857" "0.0632911392405063" "79"
"213" "7" "phy" "5e+05" "100" "1e-08" "10" "29" "27" "2" "64" "0.931034482758621" "0.296703296703297" "91"
"214" "7" "tsh" "5e+05" "100" "1e-08" "10" "40" "12" "28" "79" "0.3" "0.131868131868132" "91"
"215" "8" "phy" "5e+05" "100" "1e-08" "10" "6" "6" "0" "66" "1" "0.0833333333333333" "72"
"216" "8" "tsh" "5e+05" "100" "1e-08" "10" "22" "1" "21" "71" "0.0454545454545455" "0.0138888888888889" "72"
"217" "9" "phy" "5e+05" "100" "1e-08" "10" "19" "13" "6" "50" "0.684210526315789" "0.206349206349206" "63"
"218" "9" "tsh" "5e+05" "100" "1e-08" "10" "35" "2" "33" "61" "0.0571428571428571" "0.0317460317460317" "63"
"219" "10" "phy" "5e+05" "100" "1e-08" "10" "6" "6" "0" "66" "1" "0.0833333333333333" "72"
"220" "10" "tsh" "5e+05" "100" "1e-08" "10" "33" "5" "28" "67" "0.151515151515152" "0.0694444444444444" "72"
"221" "11" "phy" "5e+05" "100" "1e-08" "10" "29" "24" "5" "78" "0.827586206896552" "0.235294117647059" "102"
"222" "11" "tsh" "5e+05" "100" "1e-08" "10" "53" "21" "32" "81" "0.39622641509434" "0.205882352941176" "102"
"223" "12" "phy" "5e+05" "100" "1e-08" "10" "33" "19" "14" "74" "0.575757575757576" "0.204301075268817" "93"
"224" "12" "tsh" "5e+05" "100" "1e-08" "10" "31" "1" "30" "92" "0.032258064516129" "0.010752688172043" "93"
"225" "13" "phy" "5e+05" "100" "1e-08" "10" "22" "19" "3" "109" "0.863636363636364" "0.1484375" "128"
"226" "13" "tsh" "5e+05" "100" "1e-08" "10" "32" "14" "18" "114" "0.4375" "0.109375" "128"
"227" "14" "phy" "5e+05" "100" "1e-08" "10" "26" "22" "4" "70" "0.846153846153846" "0.239130434782609" "92"
"228" "14" "tsh" "5e+05" "100" "1e-08" "10" "23" "3" "20" "89" "0.130434782608696" "0.0326086956521739" "92"
"229" "15" "phy" "5e+05" "100" "1e-08" "10" "6" "6" "0" "63" "1" "0.0869565217391304" "69"
"230" "15" "tsh" "5e+05" "100" "1e-08" "10" "28" "4" "24" "65" "0.142857142857143" "0.0579710144927536" "69"
"231" "16" "phy" "5e+05" "100" "1e-08" "10" "27" "24" "3" "57" "0.888888888888889" "0.296296296296296" "81"
"232" "16" "tsh" "5e+05" "100" "1e-08" "10" "37" "10" "27" "71" "0.27027027027027" "0.123456790123457" "81"
"233" "17" "phy" "5e+05" "100" "1e-08" "10" "1" "1" "0" "106" "1" "0.00934579439252336" "107"
"234" "17" "tsh" "5e+05" "100" "1e-08" "10" "28" "1" "27" "106" "0.0357142857142857" "0.00934579439252336" "107"
"235" "18" "phy" "5e+05" "100" "1e-08" "10" "13" "13" "0" "57" "1" "0.185714285714286" "70"
"236" "18" "tsh" "5e+05" "100" "1e-08" "10" "24" "0" "24" "70" "0" "0" "70"
"237" "19" "phy" "5e+05" "100" "1e-08" "10" "20" "18" "2" "43" "0.9" "0.295081967213115" "61"
